ProjectID,RequirementText,IsFunctional,IsQuality,Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US),Other (OT),CleanedRequirementText
1,'The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications',1,1,0,0,0,1,0,0,0,0,0,0,0,0,system shall display data sync matrix NUM exercise management tool NUM application
1,'The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.',1,1,0,0,0,0,1,0,0,1,0,0,0,0,system shall link event back either sync matrix NUM exercise managment tool NUM application modification
1,'The system shall allow modification of the display.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall allow modification display
1,'The system shall offer a display of all the Events in the exercise.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall offer display event exercise
1,'The system shall filter data by: Venues and Key Events.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall filter data venue key event
1,'The system shall allow a user to define the time segments',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall allow user define time segment
1,'The system shall display the local and exercise time in separate clocks',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall display local exercise time separate clock
1,'The system shall offer the ability to pause and resume the refresh of data.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall offer ability pause resume refresh data
1,'The system shall provide charts for the Activity or Event actual versus assumed time.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall provide chart activity event actual versus assumed time
1,'The system shall provide a history report of changes made to the Activity or Event data',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall provide history report change made activity event data
2,'The look and feel of the system shall conform to the user interface standards of the smart device.',0,1,0,0,0,1,0,0,0,0,0,0,0,0,look feel system shall conform user interface standard smart device
2,'The user interface shall have standard menus buttons for navigation',0,1,0,0,0,1,0,0,0,0,0,0,0,0,user interface shall standard menu button navigation
2,'The system shall have a professional appearance',0,1,0,0,0,1,0,0,0,0,0,0,0,0,system shall professional appearance
2,'The product shall have a consistent color scheme and fonts.',0,1,0,0,0,1,0,0,0,0,0,0,0,0,product shall consistent color scheme font
2,'The system shall be used by realtors with no training.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,system shall used realtor training
2,'The system shall be intuitive and self explanatory.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,system shall intuitive self explanatory
2,'The product shall be easy for a realtor to learn.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall easy realtor learn
2,'The product shall use symbols and words that are naturally understandable by the realtor community.',0,1,0,0,0,1,0,0,0,0,0,0,1,0,product shall use symbol word naturally understandable realtor community
2,'The product shall produce search results in an acceptable time',1,1,0,0,0,0,0,0,1,0,0,0,0,0,product shall produce search result acceptable time
2,'The search results shall be returned no later 30 seconds after the user has entered the search criteria',1,1,0,0,0,0,0,0,1,0,0,0,0,0,search result shall returned later NUM second user entered search criterion
2,'The product shall generate a CMA report in an acceptable time.',1,1,0,0,0,0,0,0,1,0,0,0,0,0,product shall generate cma report acceptable time
2,'The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.',1,1,0,0,0,0,0,0,1,0,0,0,0,0,cma report shall returned later NUM second user entered cma report criterion
2,'The product shall synchronize contacts and appointments in an acceptable time.',1,1,0,0,0,0,0,0,1,0,0,0,0,0,product shall synchronize contact appointment acceptable time
2,'The product shall synchronize with the office system every hour.',1,1,0,0,0,0,0,0,1,0,0,0,0,0,product shall synchronize office system every hour
2,'The product shall be available for use 24 hours per day 365 days per year',0,1,1,0,0,0,0,0,0,0,0,0,0,0,product shall available use NUM hour per day NUM day per year
2,'Out of 1000 accesses to the system the system is available 999 times.',0,1,1,0,0,0,0,0,0,0,0,0,0,0,NUM access system system available NUM time
2,'The product shall operate in offline mode whenever internet connection is unavailable.',0,1,0,1,0,0,0,0,0,0,0,0,0,0,product shall operate offline mode whenever internet connection unavailable
2,'The product shall allow the user to view previously downloaded search results CMA reports and appointments.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,product shall allow user view previously downloaded search result cma report appointment
2,'The product shall retain user preferences in the event of a failure.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,product shall retain user preference event failure
2,'100% of saved user preferences shall be restored when system comes back online.',1,1,0,1,0,0,0,0,0,0,0,0,0,0,NUM saved user preference shall restored system come back online
2,'The product shall be able to support multiple remote users',1,0,0,0,0,0,0,0,0,0,0,0,0,0,product shall able support multiple remote user
2,'The product shall be able support 1000 simultaneous users.',0,1,0,0,0,0,0,0,0,0,1,0,0,0,product shall able support NUM simultaneous user
2,'The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.',0,1,0,0,0,0,0,0,1,0,1,0,0,0,product shall capable handling existing NUM user number expected grow NUM time within next year
2,'The product shall be installed by an untrained realtor without recourse to separately-printed instructions.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall installed untrained realtor without recourse separatelyprinted instruction
2,'90% of untrained realtors shall be able to install the product on their device without printed instructions',0,1,0,0,0,0,0,0,0,0,0,0,1,0,NUM untrained realtor shall able install product device without printed instruction
2,'The product is expected to run on Windows CE and Palm operating systems.',0,1,0,0,0,0,0,0,0,1,0,0,0,0,product expected run window ce palm operating system
2,'Only registered realtors shall be able to access the system.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,registered realtor shall able access system
2,'Every user of the system shall be authenticated and authorized.',1,1,0,0,0,0,0,0,0,0,0,1,0,0,every user system shall authenticated authorized
2,'The product shall prevent its data from incorrect data being introduced.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,product shall prevent data incorrect data introduced
2,'The system shall allow a real estate agent to query MLS information',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall allow real estate agent query ml information
2,'The user shall be able to get driving directions to a selected property',1,0,0,0,0,0,0,0,0,0,0,0,0,0,user shall able get driving direction selected property
2,'The user shall be able to download appointments and contact information for clients',1,0,0,0,0,0,0,0,0,0,0,0,0,0,user shall able download appointment contact information client
2,'The system shall display clear property images in the search results',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall display clear property image search result
2,'The system shall update or create new property listings in the MLS',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall update create new property listing ml
2,'Realtor shall be able to generate a CMA report based on property criteria',1,0,0,0,0,0,0,0,0,0,0,0,0,0,realtor shall able generate cma report based property criterion
2,'The system shall be able to call the seller or buyer to schedule an appointment',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall able call seller buyer schedule appointment
2,'The realtor shall be notified of new client appointments after automatic synchronization with office system',1,0,0,0,0,0,0,0,0,0,0,0,0,0,realtor shall notified new client appointment automatic synchronization office system
2,'The realtor shall be able to retrieve a map showing property locations for a specified area',1,0,0,0,0,0,0,0,0,0,0,0,0,0,realtor shall able retrieve map showing property location specified area
2,'The system shall notify the realtor when a seller or buyer responds to an appointment request',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall notify realtor seller buyer responds appointment request
2,'The product shall allow the user to save the property search results.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,product shall allow user save property search result
3,'The system shall be easy to use by the Program Administrators/Nursing Staff Members.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,system shall easy use program administratorsnursing staff member
3,'All of the users shall be able to use the system after one day of training.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,user shall able use system one day training
3,'The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,system shall help user avoid making mistake scheduling class clinicals nursing student
3,'The number of mistakes noted by the students shall be decreased by 50% in the first year.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,number mistake noted student shall decreased NUM first year
3,'The system shall be intuitive to the Program Administrators/Nursing Staff Members.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,system shall intuitive program administratorsnursing staff member
3,'2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.',1,1,0,0,0,0,0,0,0,0,0,0,1,0,NUM NUM program administratorsnursing staff member shall successfully able use system manage scheduling class clinicals
3,'The system shall use symbols and words that are naturally understandable by the user community.',0,1,0,0,0,1,0,0,0,0,0,0,1,0,system shall use symbol word naturally understandable user community
3,'The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.',0,1,0,0,0,1,0,0,0,0,0,0,1,0,verbiage used within system shall consistent standard english terminology national nursing community
3,'Staff members shall be able to complete a set of tasks in a timely manner.',0,1,0,0,0,0,0,0,1,0,0,0,0,0,staff member shall able complete set task timely manner
3,'The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.',0,1,0,0,0,0,0,0,1,0,0,0,0,0,response time general student management task shall take longer NUM second response time schedule generation shall take longer NUM second
3,'The system shall be available for use between the hours of 8am and 6pm.',0,1,1,0,0,0,0,0,0,0,0,0,0,0,system shall available use hour NUM am NUM pm
3,'The system shall achieve 95% up time.',0,1,1,0,0,0,0,0,0,0,0,0,0,0,system shall achieve NUM time
3,'system shall be able to handle all of the user requests/usage during business hours.',0,1,1,0,0,0,0,0,0,0,1,0,0,0,system shall able handle user requestsusage business hour
3,'The system shall cater to 10 simultaneous users from 9am to 5pm.',0,1,1,0,0,0,0,0,0,0,1,0,0,0,system shall cater NUM simultaneous user NUM am NUM pm
3,'The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.',0,1,0,0,0,0,0,0,0,0,1,0,0,0,system shall capable processing NUM nursing student class next NUM year
3,'The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.',1,1,0,0,0,0,0,0,0,0,1,0,0,0,system shall expected manage nursing program curriculum classclinical scheduling minimum NUM year
3,'The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,system shall able operate within business office environment typical nursing department depaul university
3,'The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,system shall used within specification defined computer used program administratorsnursing staff member
3,'The system shall operate within the Windows XP Professional operating system.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,system shall operate within window xp professional operating system
3,The system shall interface with CampusConnect's central server',0,1,0,0,0,0,0,1,0,0,0,0,0,0,system shall interface campusconnects central server
3,'The system shall interface with the faculty central server.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,system shall interface faculty central server
3,'The system shall interface with the student master server.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,system shall interface student master server
3,'We must be able to interface with any HTML browser.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,must able interface html browser
3,'Only authorized users shall have access to clinical site information.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,authorized user shall access clinical site information
3,'Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,program administratorsnursing staff member people shall access clinical site detail
3,Only authorized users shall have access to students' personal information.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,authorized user shall access student personal information
3,Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students' personal information.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,dr susan poslusny dr julie donalek people shall access student personal information
3,'Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,authorized user shall access portion system interface campusconnect
3,'Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,fit criterion dr susan poslusny karen sysol people shall access final class section scheduling system interface campusconnect
3,'The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.',1,1,0,0,0,0,0,0,0,0,0,1,0,0,system shall basic data integrity checking reduce possibility incorrect invalid data introduced
3,The system shall protect private information in accordance with the organization's information policy.',1,1,0,0,1,0,0,0,0,0,0,1,0,0,system shall protect private information accordance organization information policy
3,'The system shall be built such that it is as secure as possible from malicious interference.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,system shall built secure possible malicious interference
3,The system shall use the organization's standard virus protection software to help monitor threats to itself.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,system shall use organization standard virus protection software help monitor threat
3,'A cohort shall be associated to one Program of Study offered by the department.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,cohort shall associated one program study offered department
3,'Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall able add listing student cohort
3,'Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall able add single student cohort
3,Students added to a cohort shall be eligible for the cohort's Program of Study.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,student added cohort shall eligible cohort program study
3,'Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall able specify preferred sequence class given cohort
3,'For each class within a sequence for a cohort Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,class within sequence cohort program administrator nursing staff member shall able specify quarter class offered
3,'Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall able add new class sequence class
3,'Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall able add clinical class section sequence class
3,'Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system identified by start month and year.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall able add new cohort system identified start month year
3,'Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall able add new class nursing department system
3,'A class shall be either a non-clinical class or a clinical class.',0,0,0,0,0,0,0,0,0,0,0,0,0,0,class shall either nonclinical class clinical class
3,'A non-clinical class shall specify the course name lecture room requirements and instructor needs.',0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonclinical class shall specify course name lecture room requirement instructor need
3,'A clinical class shall specify the course name lecture room requirements clinical site needs lecture instructor needs and clinical lab instructor needs.',0,0,0,0,0,0,0,0,0,0,0,0,0,0,clinical class shall specify course name lecture room requirement clinical site need lecture instructor need clinical lab instructor need
3,'Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administratorsnursing staff member shall able create new program study
3,'A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.',0,0,0,0,0,0,0,0,0,0,0,0,0,0,program study shall consist program name listing required class clinical nonclinical must completed
3,'Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall ability specify class required program study
3,The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members' planning purposes.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall able display report needed class given quarter cohort program program administratorsnursing staff member planning purpose
3,'The report of needed classes shall include (but not be limited to) classes to be offered number of sections needed number of labs needed and room types needed.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,report needed class shall include limited class offered number section needed number lab needed room type needed
3,'Classes for a given cohort shall not conflict with regards to the time and day that they are offered.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,class given cohort shall conflict regard time day offered
3,'Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall able add new clinical site system
3,'Clinical site information shall include (but not be limited to) the name of the site contact person and contact information.',0,0,0,0,0,0,0,0,0,0,0,0,0,0,clinical site information shall include limited name site contact person contact information
3,'Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall able add new clinical lab section existing clinical class system
3,'A clinical lab section shall include the clinical site name the class instructor day and time of the lab.',0,0,0,0,0,0,0,0,0,0,0,0,0,0,clinical lab section shall include clinical site name class instructor day time lab
3,'Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administrator nursing staff member shall able add student registered clinical class clinical lab section class
3,'The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall allow program administrator nursing staff member remove student clinical lab section
3,'The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall allow program administratornursing staff member move student one clinical lab section another clinical lab section corresponding clinical class
3,'Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administratorsnursing staff member shall able cancel clinical lab section student registered clinical lab section
3,'A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administratornursing staff member shall able add new nursing student system
3,'A staff member shall have the ability to manage the progress of a part time student which includes modifying their sequence of classes and timeline of classes.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,staff member shall ability manage progress part time student includes modifying sequence class timeline class
3,'The system shall be able to display a printable summary for individual cohorts which will include the students enlisted the Program of study sequence of classes cohort progress through the program and timeline of completion.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall able display printable summary individual cohort include student enlisted program study sequence class cohort progress program timeline completion
3,'The system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter (Clinical site general information on labs held at that location dates and times of all labs held there).',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall able display printable summary individual clinical site include information lab held site given quarter clinical site general information lab held location date time lab held
3,'The system shall be able to display a printable summary for individual clinical labs which will include (but not be limited to) class name class number lab section listing of students enrolled instructor day(s) time and location.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall able display printable summary individual clinical lab include limited class name class number lab section listing student enrolled instructor day time location
3,'The system shall be able to display a printable summary for individual nursing students which will include (but not be limited to) student name student ID admission date classes credits GPA and the cohort that the student is enrolled in.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall able display printable summary individual nursing student include limited student name student id admission date class credit gpa cohort student enrolled
3,'The system shall be able to display a printable summary of the system log.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall able display printable summary system log
3,'The system shall contain contact information (e-mail and phone number) for all people relevant to the system including (but not limited to) staff members students lecture instructors clinical lab instructors and clinical site administrators.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall contain contact information email phone number people relevant system including limited staff member student lecture instructor clinical lab instructor clinical site administrator
3,'The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system use stored email address primary mean communicating information affected party
3,'The system will notify affected parties for routine communication purposes including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system notify affected party routine communication purpose including limited informing student upcoming offered class timeline schedule beshall
3,'The system will notify affected parties when changes occur affecting clinicals including but not limited to clinical section capacity changes and clinical section cancellations.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system notify affected party change occur affecting clinicals including limited clinical section capacity change clinical section cancellation
3,'The system will notify affected parties when changes occur affecting classes including but not limited to class cancellations class section detail changes and changes to class offerings for a given quarter.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system notify affected party change occur affecting class including limited class cancellation class section detail change change class offering given quarter
3,The system will notify affected parties when changes occur affecting cohorts including but not limited to changes to the sequence for a cohort's program of study and changes to a given week's schedule (lab cancelled this week due to instructor illness).',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system notify affected party change occur affecting cohort including limited change sequence cohort program study change given week schedule lab cancelled week due instructor illness
3,The system will notify affected parties when changes occur affecting specific students including but not limited to changing a student's status from full time to part time and moving a student to a different clinical section.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system notify affected party change occur affecting specific student including limited changing student status full time part time moving student different clinical section
3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier program of study preferred sequence of classes and quarters that a cohort will be taking specific classes.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administratorsnursing staff member shall ability modify information relating cohort including cohort identifier program study preferred sequence class quarter cohort taking specific class
3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department including the Program of study name and required classes for that Program of Study.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administratorsnursing staff member shall ability modify information relating program study within nursing department including program study name required class program study
3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site including the clinical site name site contact person contact information and address.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administratorsnursing staff member shall ability modify information relating clinical site including clinical site name site contact person contact information address
3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section including the clinical site name the department/section for the lab the class instructor day and time of lab and contact information.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administratorsnursing staff member shall ability modify information relating clinical lab section including clinical site name departmentsection lab class instructor day time lab contact information
3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student including student ID student name phone number e-mail status (full time or part time) and program of study.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,program administratorsnursing staff member shall ability modify information relating nursing student including student id student name phone number email status full time part time program study
4,'The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.',0,1,0,0,1,1,0,0,0,0,0,0,0,0,dispute application shall comply corporate standard user interface creation internally externally used application
4,'All screens created as part of the Disputes application must comply with corporate standards for interface creation.',0,1,0,0,1,1,0,0,0,0,0,0,0,0,screen created part dispute application must comply corporate standard interface creation
4,'The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.',0,1,0,0,0,1,0,0,0,0,0,0,0,0,list dispute case displayed search performed must color coded easy identification dispute case based upon dispute case status
4,'100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.',0,1,0,0,0,0,0,0,0,0,1,0,1,0,NUM cardmember merchant service representative shall use dispute application regularly NUM day training course
4,'100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.',0,1,0,0,0,0,0,0,0,0,1,0,1,0,NUM cardmember service representative shall able successfully create dispute case first encounter completing training course
4,'100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.',0,1,0,0,0,0,0,0,0,0,1,0,1,0,NUM merchant service representative shall able successfully perform follow action dispute case first encounter completing training course
4,'The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.',0,1,0,0,0,0,0,0,1,0,0,0,0,0,maximum wait time user navigating one screen another within dispute application shall NUM second
4,'The Disputes application shall support 350 concurrent users without any degradation of performance in the application.',0,1,0,0,0,0,0,0,1,0,1,0,0,0,dispute application shall support NUM concurrent user without degradation performance application
4,'The Disputes application shall be available 24x7x365 with the exception of the following scheduled maintenance windows. Monday â€“ Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST',0,1,1,0,0,0,0,1,0,0,0,0,0,0,dispute application shall available NUM x NUM x NUM exception following scheduled maintenance window monday â saturday NUM am NUM am est sunday NUM amd NUM am est
4,'The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database',0,1,0,0,0,0,0,1,0,0,0,0,0,0,dispute application shall interface statement database statement database provides transaction detail dispute system transaction detail must obtained statement database
4,'The Disputes application shall interface with the Cardmember Information Database. The Cardmember Information Database provides detailed information with regard to a cardmember. All cardmember detail information must be obtained from the Cardmember Information Database.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,dispute application shall interface cardmember information database cardmember information database provides detailed information regard cardmember cardmember detail information must obtained cardmember information database
4,'The Disputes applications shall interface with the Merchant Information Database. The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,dispute application shall interface merchant information database merchant information database provides detailed information regard merchant merchant detail information shall obtained merchant information database
