RequirementText,IsOutlierRule,OutlierProbability,IsOutlierModel,IsOutlierFinal
'The product shall be able support 1000 simultaneous users.',0,0.00015175630499686488,0,0
'The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.',0,0.01639661094456918,0,0
'The product shall be installed by an untrained realtor without recourse to separately-printed instructions.',0,0.014855290471461073,0,0
'90% of untrained realtors shall be able to install the product on their device without printed instructions',0,0.012018027916013432,0,0
'The product is expected to run on Windows CE and Palm operating systems.',0,0.5849261930446226,1,1
'Only registered realtors shall be able to access the system.',0,0.0003833466977960588,0,0
'Every user of the system shall be authenticated and authorized.',0,0.0002255716928021189,0,0
'The product shall prevent its data from incorrect data being introduced.',0,0.003907193957073771,0,0
'The system shall allow a real estate agent to query MLS information',0,0.010711109760573975,0,0
'The user shall be able to get driving directions to a selected property',0,0.013962950490357087,0,0
'The user shall be able to download appointments and contact information for clients',0,0.006295159686899563,0,0
'The system shall display clear property images in the search results',0,0.008799512959482596,0,0
'The system shall update or create new property listings in the MLS',0,0.014923379793456967,0,0
'Realtor shall be able to generate a CMA report based on property criteria',0,0.07206001193135328,0,0
'The system shall be able to call the seller or buyer to schedule an appointment',0,0.015987100530575546,0,0
'The realtor shall be notified of new client appointments after automatic synchronization with office system',0,0.05701778756226742,0,0
'The realtor shall be able to retrieve a map showing property locations for a specified area',0,0.1310280264779977,0,0
'The system shall notify the realtor when a seller or buyer responds to an appointment request',0,0.03680964091577873,0,0
'The product shall allow the user to save the property search results.',0,0.00042382193924272624,0,0
'The system shall be easy to use by the Program Administrators/Nursing Staff Members.',0,0.0029728689582556606,0,0
'All of the users shall be able to use the system after one day of training.',0,0.0023269374455313296,0,0
'The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.',0,0.006828600447181679,0,0
'The number of mistakes noted by the students shall be decreased by 50% in the first year.',0,0.1616525332762779,0,0
'The system shall be intuitive to the Program Administrators/Nursing Staff Members.',0,0.004539738852568763,0,0
'2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.',0,0.025071790694686784,0,0
'The system shall use symbols and words that are naturally understandable by the user community.',0,0.004491264505001065,0,0
'The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.',0,0.0032758557612852647,0,0
'Staff members shall be able to complete a set of tasks in a timely manner.',0,0.058506708053322164,0,0
'The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.',0,0.07591146001943061,0,0
'The system shall be available for use between the hours of 8am and 6pm.',0,5.5575391599653186e-05,0,0
'The system shall achieve 95% up time.',0,0.0030846321931860083,0,0
'system shall be able to handle all of the user requests/usage during business hours.',0,0.00038467779671496087,0,0
'The system shall cater to 10 simultaneous users from 9am to 5pm.',0,0.00029917947008721254,0,0
'The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.',0,0.005883865915755751,0,0
'The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.',0,0.016027880640890335,0,0
'The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.',0,0.025859363369593356,0,0
'The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.',0,0.0041525143539203665,0,0
'The system shall operate within the Windows XP Professional operating system.',0,0.005962403216618216,0,0
The system shall interface with CampusConnect's central server',0,0.0016925556785882775,0,0
'The system shall interface with the faculty central server.',0,0.004520354362663259,0,0
'The system shall interface with the student master server.',0,0.0014515107418493866,0,0
'We must be able to interface with any HTML browser.',0,0.0614129899579207,0,0
'Only authorized users shall have access to clinical site information.',0,0.004059705203271141,0,0
'Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.',0,0.022286864925010114,0,0
Only authorized users shall have access to students' personal information.',0,0.010439656400163115,0,0
Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students' personal information.',0,0.15462978090744772,0,0
'Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.',0,0.0010277721597952325,0,0
'Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.',0,0.04955442003170192,0,0
'The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.',0,0.02068653871438636,0,0
The system shall protect private information in accordance with the organization's information policy.',0,0.024746006473558468,0,0
'The system shall be built such that it is as secure as possible from malicious interference.',0,0.011797466883097511,0,0
The system shall use the organization's standard virus protection software to help monitor threats to itself.',0,0.018695687757096943,0,0
'A cohort shall be associated to one Program of Study offered by the department.',0,0.06425612168630164,0,0
'Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.',0,0.03262584278769861,0,0
'Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort',0,0.017623771492944276,0,0
Students added to a cohort shall be eligible for the cohort's Program of Study.',0,0.10673059400822206,0,0
'Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.',0,0.05003338743650909,0,0
'For each class within a sequence for a cohort Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.',0,0.01800822612497003,0,0
'Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes',0,0.057893575456857624,0,0
'Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes',0,0.020393511190676672,0,0
'Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system identified by start month and year.',0,0.029879649618502414,0,0
'Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.',0,0.0474280416582194,0,0
'A class shall be either a non-clinical class or a clinical class.',0,0.09898853389508495,0,0
'A non-clinical class shall specify the course name lecture room requirements and instructor needs.',0,0.07374994319899451,0,0
'A clinical class shall specify the course name lecture room requirements clinical site needs lecture instructor needs and clinical lab instructor needs.',0,0.10047864619764145,0,0
'Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.',0,0.07102347263003116,0,0
'A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.',0,0.012856587585976041,0,0
'Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study',0,0.08512774720314467,0,0
The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members' planning purposes.',0,0.008246571528613383,0,0
'The report of needed classes shall include (but not be limited to) classes to be offered number of sections needed number of labs needed and room types needed.',0,0.21583501855055393,0,0
'Classes for a given cohort shall not conflict with regards to the time and day that they are offered.',0,0.04950622434057228,0,0
'Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.',0,0.011122891354818452,0,0
'Clinical site information shall include (but not be limited to) the name of the site contact person and contact information.',0,0.06621922769640097,0,0
'Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.',0,0.011550418972604296,0,0
'A clinical lab section shall include the clinical site name the class instructor day and time of the lab.',0,0.04912489872493468,0,0
'Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.',0,0.016582268758674953,0,0
'The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.',0,0.002906333438083489,0,0
'The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.',0,0.01409013321514859,0,0
'Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.',0,0.08899412692157062,0,0
'A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.',0,0.018034326947401508,0,0
'A staff member shall have the ability to manage the progress of a part time student which includes modifying their sequence of classes and timeline of classes.',0,0.08483522966382104,0,0
'The system shall be able to display a printable summary for individual cohorts which will include the students enlisted the Program of study sequence of classes cohort progress through the program and timeline of completion.',0,0.03238200642944168,0,0
'The system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter (Clinical site general information on labs held at that location dates and times of all labs held there).',0,0.04666010800616279,0,0
'The system shall be able to display a printable summary for individual clinical labs which will include (but not be limited to) class name class number lab section listing of students enrolled instructor day(s) time and location.',0,0.024694445990607758,0,0
'The system shall be able to display a printable summary for individual nursing students which will include (but not be limited to) student name student ID admission date classes credits GPA and the cohort that the student is enrolled in.',0,0.034796066694906716,0,0
'The system shall be able to display a printable summary of the system log.',0,0.005682631926770324,0,0
'The system shall contain contact information (e-mail and phone number) for all people relevant to the system including (but not limited to) staff members students lecture instructors clinical lab instructors and clinical site administrators.',0,0.009528518721204674,0,0
'The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.',0,0.18650487802442886,0,0
'The system will notify affected parties for routine communication purposes including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.',0,0.021980961114461278,0,0
'The system will notify affected parties when changes occur affecting clinicals including but not limited to clinical section capacity changes and clinical section cancellations.',0,0.13043563748675477,0,0
'The system will notify affected parties when changes occur affecting classes including but not limited to class cancellations class section detail changes and changes to class offerings for a given quarter.',0,0.10779091540172626,0,0
The system will notify affected parties when changes occur affecting cohorts including but not limited to changes to the sequence for a cohort's program of study and changes to a given week's schedule (lab cancelled this week due to instructor illness).',0,0.1453370912024539,0,0
The system will notify affected parties when changes occur affecting specific students including but not limited to changing a student's status from full time to part time and moving a student to a different clinical section.',0,0.09435732292779533,0,0
'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier program of study preferred sequence of classes and quarters that a cohort will be taking specific classes.',0,0.0940869627163967,0,0
'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department including the Program of study name and required classes for that Program of Study.',0,0.1643230642487566,0,0
'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site including the clinical site name site contact person contact information and address.',0,0.12322519989205903,0,0
'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section including the clinical site name the department/section for the lab the class instructor day and time of lab and contact information.',0,0.045058811304372504,0,0
'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student including student ID student name phone number e-mail status (full time or part time) and program of study.',0,0.12546020433219676,0,0
'The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.',0,0.012946544990244701,0,0
'All screens created as part of the Disputes application must comply with corporate standards for interface creation.',0,0.056278253216788435,0,0
'The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.',0,0.07105020757334482,0,0
'100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.',0,0.04748593770379516,0,0
'100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.',0,0.03383747544371716,0,0
'100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.',0,0.05139762115153915,0,0
'The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.',0,0.03222897534575836,0,0
'The Disputes application shall support 350 concurrent users without any degradation of performance in the application.',0,0.04402555387484687,0,0
'The Disputes application shall be available 24x7x365 with the exception of the following scheduled maintenance windows. Monday â€“ Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST',0,0.1225953619250985,0,0
'The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database',0,0.011087154568441804,0,0
'The Disputes application shall interface with the Cardmember Information Database. The Cardmember Information Database provides detailed information with regard to a cardmember. All cardmember detail information must be obtained from the Cardmember Information Database.',0,0.007519572443912814,0,0
'The Disputes applications shall interface with the Merchant Information Database. The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.',0,0.033694931983420676,0,0
'The Disputes application shall interface with the Letters application. This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.',0,0.014398489976983321,0,0
The Disputes application shall interface with the Cardmember Posting and Billing System. This will allow the Disputes application to request adjustments to cardmember and merchant's accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.',0,0.001991945413471819,0,0
'The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.',0,0.049957963731100855,0,0
'Only users with Update access must be able to initiate dispute requests.',0,0.006004809496154987,0,0
'The Disputes application shall ensure that only authorized users are allowed to logon to the application.',0,0.07596979376517919,0,0
'All authorized users once authenticated must be able to logon to the Disputes System',0,0.006103861293956598,0,0
The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user's access level. The report will be reviewed for auditing purposes.',0,0.00432122303510774,0,0
All additions of new users and modifications to user's access shall be recorded on the User Report.',0,0.002935506852411219,0,0
'If a user account is revoked it can only be re-instantiated by the System Administrator.',0,0.04500005374020302,0,0
'Only the System Administrator shall be able to reset a revoked user logon account',0,0.005692279070814144,0,0
'The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.',0,0.004320035442891999,0,0
'All updates to data files or database must be initiated from the Disputes System.',0,0.00036039479477249764,0,0
'The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.',0,0.21648436826667897,0,0
'All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.',0,0.08793265557759222,0,0
'The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.',0,0.2887041922719333,0,0
'All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.',0,0.08246482104337542,0,0
'The Disputes application must maintain a detailed history of every action that a user takes on a dispute case. This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.',0,0.0361125701360623,0,0
'All actions that modify an existing dispute case must be recorded in the case history.',0,0.09157646586868248,0,0
'The Disputes System must be accessible by both internal and external users.',0,0.013294057214290302,0,0
'The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.',0,0.036576501179987626,0,0
'The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.',0,0.03805155672458742,0,0
'The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.',0,0.007183563819566519,0,0
'The Disputes System shall provide view access capability for authorized users of the application.',0,0.0026089822817546896,0,0
'The Disputes System shall provide update access capability for authorized users of the application.',0,0.0017489078039108973,0,0
'The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.',0,0.024095393735487983,0,0
'The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.',0,0.007247838899218626,0,0
'The Disputes System will provide the user the ability to create or initiate a ticket retrieval request. As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request. The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.',0,0.16465159822013173,0,0
'The Disputes System must allow the user to create three unique types of ticket retrieval requests. The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.',0,0.35610337674937026,0,0
'The Disputes System must prevent external users from requesting original receipts. Requests for original receipts are restricted to internal users.',0,0.16197553996162056,0,0
'The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information; the dispute case number the type of retrieval requested (copy original or portfolio) and the date that the merchant response is due.',0,0.039098512445192815,0,0
'The Disputes System shall allow the user to create or initiate a chargeback request. The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.',0,0.034715551874369074,0,0
'The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number the type of chargeback requested (pending or immediate) and the date that the merchant response is due.',0,0.011972788013115578,0,0
'The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.',0,0.006766753828938945,0,0
'The Disputes System shall accurately provide a list of possible reason codes for a given transaction. The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to according to the business rules defined for the Disputes System.',0,0.03783271027421785,0,0
'The Disputes System must provide the ability to view existing dispute cases.',0,0.0032179545562357626,0,0
'The Disputes System must provide Search functionality. The search method must include the ability to search by (1) the dispute case number (2) the merchant account number (3) the cardmember account number and (4) the issuer number. In addition to the above criteria the search functionality must further allow the user to limit the results of the search by a date range the type of dispute (ticket retrieval request or chargeback notification) the case status (open closed or all) and the dispute reason code.',0,0.006942283033100429,0,0
'A list of all disputes cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list. For example all open cases will be yellow and all closed cases will be gray.',0,0.0821176538892455,0,0
'The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.',0,0.002683727255251225,0,0
'The Dispute System shall provide the users with the ability to follow up on a dispute case via follow-up actions. The list of available follow up actions for a given dispute case must be filtered by the status of the case and the access level of the user.',0,0.00237520004004442,0,0
'The Disputes System shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system. A detailed history of the actions taken on the case including the date and the user that performed the action must be maintained for auditing purposes.',0,0.0026249342615463403,0,0
'For any systematic (non-user initiated) action that occurs on a case such as the disputes aging process a case activity will be generated. Upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case.',0,0.06865545218826981,0,0
'All letter requests must be formatted according to guidelines specified by the Print Letter Utility system.',0,0.13714150332965264,0,0
'Any disputes cases that have been closed for over 6 months must be purged from the online disputes database.',0,0.018375678110197417,0,0
'The product must support Internet Explorer 5.5 and above.',0,0.014061726626052252,0,0
'The product must support Mozilla Firefox 1.0 and above.',0,0.0023264635329157558,0,0
'The product shall interface with the Choice Parts System. This provides the feed of recycled parts data.',0,0.0008876142330067159,0,0
'The product shall run on the existing hardware for all environments.',0,0.0034007415757439,0,0
'The product shall adhere to the corporate Architecture guidelines',0,0.0033301652002693414,0,0
'The product shall comply with corporate User Interface Guidelines',0,0.0005018825322518467,0,0
'The product shall comply with corporate color scheme',0,0.003603318445567041,0,0
'The appearance of the product shall appear professional',0,0.0024919575624931948,0,0
'The product shall be easy to use by Adjusters and Collision Estimators. 95% of Adjusters and Collision Estimators shall find the product easy to use.',0,0.001440269935700701,0,0
'The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.',0,0.0006519675003858926,0,0
'Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.',0,0.014887531329523893,0,0
'The product shall be easy to learn by Adjusters and Collision Estimators. The product shall be learned with two days onsite training',0,0.0002591202675348313,0,0
'The user shall easily locate instructions while using the product. User help can be found within 90% of the system.',0,0.0002437692880025243,0,0
'The search for recycled parts shall take no longer than 15 seconds. The search results shall be returned in under 15 seconds.',0,0.008916435237817925,0,0
'The search for the preferred repair facility shall take no longer than 8 seconds. The preferred repair facility is returned within 8 seconds',0,0.13997049829109484,0,0
'The recycled parts audit report shall be returned to the user within 10 seconds. The audit report shall be returned within 10 seconds.',0,0.003941256153563799,0,0
'The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.',0,0.0011849737781874654,0,0
'The product shall adhere to the corporate online availability schedule. The application is brought down only within 98% of the scheduled outages per the availability schedule.',0,0.016446089762382436,0,0
'The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.',0,0.0001286510912122609,0,0
'The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.',0,1.3500210615522184e-05,0,0
'The average number of recycled parts records per day shall be 50 000.',0,0.021221206482602315,0,0
'The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.',0,0.0013602257218714054,0,0
'For estimators the product shall be able to be operated in a repair facility during dirty and noisy conditions.',0,0.010236820662357126,0,0
'The product shall interface with the ChoiceParts system once per day at approximately 1:00 AM.',0,0.001150569933608809,0,0
'The maintenance of the product will fall within the established corporate maintenance windows.',0,0.09854544263574654,0,0
'The product shall be supported using the corporate support center.',0,0.0014496110327374733,0,0
'Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.',0,0.012283425284186317,0,0
'Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.',0,0.07978492874505465,0,0
'Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.',0,0.5191974411583928,1,1
'Only collision estimators shall search for recycled parts. Users without the collision estimator role shall not have access to the search for recycled parts.',0,0.009528546486945127,0,0
'Only valid data shall be entered into the system. No invalid data shall be entered into the system.',0,0.0028846396817520724,0,0
'One insurance company shall not be able to view another insurance companys claim data.',0,0.057300684309455244,0,0
'The product shall free of computer viruses.',0,0.00036080743868940245,0,0
'The system shall prevent malicious attacks including denial of service.',0,0.015382034248975524,0,0
'The product must comply with Sarbanes-Oxley.',0,0.004922253848406194,0,0
'The product shall comply with the estimatics laws relating to recycled parts usage.',0,0.0025973268408324983,0,0
'The product shall comply with insurance regulations regarding claims processing.',0,0.0033866074101717445,0,0
'The user shall search for the preferred repair facility using vehicle vehicle location and radius in miles',0,0.04326515256018038,0,0
'The vehicle data shall include vehicle year make and model',0,0.08625036847449898,0,0
'The vehicle location shall include street address city state and zipcode',0,0.09090972725211224,0,0
'The system shall resolve the zipcode for the street address city and state if zipcode is unknown.',0,0.01516993340443823,0,0
'The search radius shall be between 1 and 30 miles',0,0.00804257462905545,0,0
'The system shall locate the preferred repair facility with the highest ratings for the input criteria',0,0.021025321654553352,0,0
'The adjuster shall enter the preferred repair facility on the estimate assignment.',0,0.08441517986866472,0,0
'The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.',0,0.045909214360041695,0,0
'The preferred repair facility shall be returned to the user.',0,0.011666154322677742,0,0
'The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.',0,0.02583917665215015,0,0
'The estimator shall search for available recycled parts using damaged vehicle parts information.',0,0.025798391560136375,0,0
'The estimator shall search for available recycled parts using a list of preferred parts suppliers.',0,0.03778600445361661,0,0
'The system shall search for available recycled parts for the supplied vehicle parts and suppliers.',0,0.006572439061686272,0,0
'The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers',0,0.13264730006338749,0,0
'The system shall retain the available recycled parts and suppliers returned from the search.',0,0.0035555691338997795,0,0
'The available recycled parts information and their suppliers shall be returned to the user.',0,0.0018178950454695601,0,0
'The estimator shall apply selected recycled parts to the collision estimate.',0,0.07596171333928226,0,0
'The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.',0,0.06364456432120208,0,0
'The adjuster shall review the collision estimate.',0,0.07765660025756332,0,0
'The adjuster shall request a recycled parts audit of the collision estimate.',0,0.04608899857970074,0,0
'The recycled parts search results provided to the estimator shall be retrieved by the system.',0,0.007643380176373817,0,0
'The system shall generate an audit report based on the available recycled parts and the collision estimate.',0,0.009497942793164953,0,0
'The audit report shall include the total number of recycled parts used in the estimate.',0,0.05722879402233978,0,0
'The audit report shall include the number of available recycled parts from the original search results.',0,0.023183132553725085,0,0
'The audit report shall include the percentage of available recycled parts used in the estimate ',0,0.03970342495941831,0,0
'The audit report shall include the total score of the audit which sums the indivual line items.',0,0.05527582610646849,0,0
'The audit report shall be displayed to the user.',0,0.008339783935275197,0,0
'The audit report shall be available to other adjusters at later points in time.',0,0.03890854553479697,0,0
'The user shall select to view the preferred repair facility ratings.',0,0.018720671822740304,0,0
'The current repair facility ratings shall be displayed to the user.',0,0.013098727061811439,0,0
'The system will display a blank set of ratings if there are not ratings yet defined.',0,0.5047350003521713,1,1
'The user shall enter new ratings based on the audit report',0,0.01121574322764698,0,0
'The ratings shall be from a scale of 1-10',0,0.0005658071325295252,0,0
'The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts',0,0.05221261305063188,0,0
'The user shall select to save the preferred repair facility ratings.',0,0.02554378920706563,0,0
'The preferred repair facility ratings shall be saved by the system.',0,0.014500204318285618,0,0
