text,source,label,outlier_probability,outlier_prediction,anomaly_score,anomaly_prediction,needs_review
would like know car tire pressure,clinc150_oos_test,1,0.9914577967508905,1,0.010182142395195048,1,True
would like know timezone britain,clinc150_oos_test,1,0.9914247721056757,1,0.010182142395195048,1,True
would love get new credit card,clinc150_oos_test,1,0.9914121012640691,1,0.00836440803365568,1,True
twenty five year old doberman work truck im man favorite food pizza,persona_chat_train,1,0.9914012321660336,1,0.009172415794555244,1,True
whats boss name,clinc150_oos_test,1,0.9913995249626745,1,0.010182142395195048,1,True
would like go school become veterinarian currently diet love going gym three pet love animal want help,persona_chat_train,1,0.9913900616733319,1,0.010182142395195048,1,True
please tell card get accepted,clinc150_oos_train,1,0.9913899587366194,1,0.009277538442218514,1,True
kid get school today,clinc150_oos_test,1,0.9913592855646459,1,0.010182142395195048,1,True
whats going world today,clinc150_oos_test,1,0.991318812162568,1,0.010182142395195048,1,True
need know much gas,clinc150_oos_train,1,0.9913177513048127,1,0.008475619175142779,1,True
tell like cat dog,clinc150_oos_train,1,0.9913170276626204,1,0.010182142395195048,1,True
id travel world could like read lot book like spending time friend family like listening genre music except country music im much fan hot weather,persona_chat_train,1,0.9912943348745183,1,0.0050719901549453605,1,True
like fish love dog love cook dad carsalesman,persona_chat_train,1,0.9912859847761836,1,0.010182142395195048,1,True
tell calendar look like march NUM th,clinc150_oos_train,1,0.991274251673967,1,0.008878061462865683,1,True
like travel like car favorite color green like cat got new job,persona_chat_train,1,0.9912508160747204,1,0.007865496689617002,1,True
hey im NUM love food ive traveling world year ive trying type food everywhere go also like cook im good,persona_chat_validation,1,0.9912478585057353,1,0.008782677585588872,1,True
would like change name checking account,clinc150_oos_test,1,0.9912453084015036,1,0.008975117175171687,1,True
would like know many point earned credit card,clinc150_oos_test,1,0.9912234061988787,1,0.009277538442218514,1,True
please tell still reservation acero susie,clinc150_oos_test,1,0.9912025200993985,1,0.010182142395195048,1,True
favorite color green like car got new job like travel like cat,persona_chat_train,1,0.9911690047396385,1,0.007865496689617002,1,True
favorite food pizza im twenty five year old im man work truck doberman,persona_chat_train,1,0.9911605835360692,1,0.009172415794555244,1,True
im eighteen year old im saving money buy first car taking year start college currently work mcdonald live parent,persona_chat_train,1,0.9911540846789785,1,0.007863015444764754,1,True
need know get car jump started,clinc150_oos_test,1,0.9911120295670641,1,0.008475619175142779,1,True
like go country concert weekend like work vintage car two dog favorite music country,persona_chat_validation,1,0.9910959478383604,1,0.009172415794555244,1,True
need cancel reservation please,clinc150_oos_test,1,0.9910587091337569,1,0.008475619175142779,1,True
got new job favorite color green like cat like car like travel,persona_chat_train,1,0.9910546739406311,1,0.007865496689617002,1,True
would like live cat dog,clinc150_oos_train,1,0.9910440509927178,1,0.010182142395195048,1,True
love car im morning person like role play favorite food pizza,persona_chat_train,1,0.9910347874334031,1,0.009172415794555244,1,True
ive three pet would like go school become veterinarian currently diet love animal want help,persona_chat_train,1,0.9910172676791451,1,0.010182142395195048,1,True
would like know today date,clinc150_oos_train,1,0.9909933299039968,1,0.010182142395195048,1,True
im vegetarian like make cake new job like internet favorite music country,persona_chat_train,1,0.9909816468201716,1,0.009271823539081625,1,True
would like know robot,clinc150_oos_validation,1,0.9909768530698763,1,0.010182142395195048,1,True
let know credit limit visa card,clinc150_oos_train,1,0.9909730958450613,1,0.009277538442218514,1,True
got new job like cat like car favorite color green like travel,persona_chat_train,1,0.990970506612071,1,0.007865496689617002,1,True
want know bill due,clinc150_oos_train,1,0.9909326433592456,1,0.010182142395195048,1,True
please tell today,clinc150_oos_test,1,0.9909237574203547,1,0.010182142395195048,1,True
want tell credit card apr,clinc150_oos_train,1,0.9908940337022959,1,0.009277538442218514,1,True
need know dominate mean,clinc150_oos_validation,1,0.9908190098121469,1,0.008475619175142779,1,True
would like know credit score,clinc150_oos_test,1,0.9908121900408134,1,0.010182142395195048,1,True
need know age,clinc150_oos_test,1,0.9907825441042598,1,0.006758342885754998,1,True
ive dog two cat like go run play guitar live like country music,persona_chat_train,1,0.9907693531538331,1,0.010182142395195048,1,True
much fan hot weather like listening genre music except country music would travel world could like spending time friend family like read lot book,persona_chat_train,1,0.9907641248266936,1,0.006090027407744614,1,True
ive cat pet love comic favorite band nightfish work home,persona_chat_train,1,0.9907315421039312,1,0.009172415794555244,1,True
im going school get degree ive NUM car crash life like watching tv free time well like play sport get fresh air,persona_chat_train,1,0.9907171547752075,1,0.007107866546754049,1,True
name place work,clinc150_oos_test,1,0.9906899393048054,1,0.009172415794555244,1,True
two vintage mustang favorite music country like work vintage car ive two dog like go country concert weekend,persona_chat_validation,1,0.990689777691366,1,0.009172415794555244,1,True
id like know much gas left,clinc150_oos_train,1,0.9906837398470933,1,0.009178132631331826,1,True
need know water bill due,clinc150_oos_test,1,0.9906810034501825,1,0.008475619175142779,1,True
want know credit limit,clinc150_oos_test,1,0.990664599166046,1,0.010182142395195048,1,True
tell much money bank account,clinc150_oos_validation,1,0.9906402347287718,1,0.008975117175171687,1,True
like animal like role play love car favorite food pizza,persona_chat_train,1,0.9906400970563097,1,0.009172415794555244,1,True
think card declined wal mart want know,clinc150_oos_train,1,0.9906400317756497,1,0.009277538442218514,1,True
love dog im girl love sushi car favorite color blue,persona_chat_train,1,0.9906308129102225,1,0.008780172934021224,1,True
would love could put stop bank account,clinc150_oos_train,1,0.9906280454570203,1,0.008975117175171687,1,True
would like distribute money account,clinc150_oos_test,1,0.9906234624443727,1,0.008975117175171687,1,True
much make year,clinc150_oos_validation,1,0.9906127969390017,1,0.010182142395195048,1,True
ive two dog like baby mother one child autism ive two child work teacher love job,persona_chat_train,1,0.990596407660587,1,0.008061863204775643,1,True
im female blonde hair im high school like skateboarding favorite food pizza,persona_chat_train,1,0.9905818584737439,1,0.008574457522724455,1,True
would like know phone,clinc150_oos_train,1,0.9905802727290919,1,0.010182142395195048,1,True
would great could tell credit card apr,clinc150_oos_train,1,0.9905716425271197,1,0.009277538442218514,1,True
would like know amount gas,clinc150_oos_train,1,0.9905701478783446,1,0.009072974415380297,1,True
ive two dog favorite music country like go country concert weekend like work vintage car two vintage mustang,persona_chat_validation,1,0.9905668219883361,1,0.009172415794555244,1,True
please tell amount im earning,clinc150_oos_test,1,0.9905667341223618,1,0.009072974415380297,1,True
please tell increase credit limit chase card,clinc150_oos_test,1,0.9905447724951814,1,0.009277538442218514,1,True
cancel reservation please,clinc150_oos_train,1,0.9905347685811833,1,0.010182142395195048,1,True
please let know shopping list,clinc150_oos_test,1,0.9905319272462018,1,0.010182142395195048,1,True
could tell direct deposit check work nation bank,clinc150_oos_test,1,0.9905207344472708,1,0.009172415794555244,1,True
would bank frozen account,clinc150_oos_train,1,0.9905129416555082,1,0.008975117175171687,1,True
want david know im,clinc150_oos_validation,1,0.9905048073442069,1,0.010182142395195048,1,True
ive job seven year im vegan love beach like read love country music,persona_chat_train,1,0.9904909447255991,1,0.00816330888822675,1,True
favorite food pizza love car like role play like animal,persona_chat_train,1,0.9904853099560209,1,0.009172415794555244,1,True
dad work mill mom teacher love dog cat live house ive lot friend im ten year old,persona_chat_train,1,0.9904814966510144,1,0.009172415794555244,1,True
like go hiking like nature favorite color blue love eating,persona_chat_train,1,0.9904761029963575,1,0.008780172934021224,1,True
love chat friend like cook foodie like go shopping daughter love kid dog,persona_chat_train,1,0.9904746139916607,1,0.006964517423781402,1,True
like travel love outdoors like build thing like garden im tall,persona_chat_train,1,0.9904722338697285,1,0.008674067518230744,1,True
love animal especially dog im NUM year old girl get good grade school like field hockey soccer grow want veterinarian,persona_chat_train,1,0.9904682772119925,1,0.007662385346825784,1,True
id like know,clinc150_oos_train,1,0.9904468916421947,1,0.009178132631331826,1,True
please let know need renew credit card,clinc150_oos_train,1,0.9904201746818994,1,0.007565744563970966,1,True
whats quickest way bank,clinc150_oos_train,1,0.9904051902906533,1,0.010182142395195048,1,True
need know day need pay water bill,clinc150_oos_validation,1,0.9903810576177671,1,0.008475619175142779,1,True
im married work NUM job im school love beach favorite color blue,persona_chat_train,1,0.9903626465630213,1,0.007765613113859593,1,True
id like know apr visa card,clinc150_oos_train,1,0.9903625784521299,1,0.008270427758175714,1,True
tell water bill please,clinc150_oos_test,1,0.9903619970768573,1,0.010182142395195048,1,True
tell may NUM st like according calendar,clinc150_oos_train,1,0.9903456813119723,1,0.007569070657817145,1,True
like take drive country like chat friend like go movie like read book series love go eat family,persona_chat_train,1,0.9903386887481647,1,0.004743162086078612,1,True
like chat friend like go movie like read book series love go eat family like take drive country,persona_chat_train,1,0.9903277117710476,1,0.004743162086078612,1,True
love dog love cook dad carsalesman like fish happy person,persona_chat_train,1,0.9903086829939834,1,0.010182142395195048,1,True
like fish love dog love cook dad carsalesman happy person,persona_chat_train,1,0.9903086829939834,1,0.010182142395195048,1,True
need know locate gas bill due,clinc150_oos_train,1,0.9903046309676424,1,0.008475619175142779,1,True
want know,clinc150_oos_test,1,0.9903045327537516,1,0.010182142395195048,1,True
get travel visa want go guyana,clinc150_oos_test,1,0.9903025123836969,1,0.010182142395195048,1,True
friend like cartoon like south park joke go far like flintstone like simple joke,persona_chat_train,1,0.9902840804719301,1,0.010182142395195048,1,True
ive cat pet work home love comic favorite band nightwish love reading,persona_chat_train,1,0.9902839013770107,1,0.009172415794555244,1,True
would like make phone call,clinc150_oos_test,1,0.9902804345354218,1,0.010182142395195048,1,True
tell cheshire take reservation,clinc150_oos_train,1,0.9902773150891199,1,0.008894336688214877,1,True
need know kind gas put car,clinc150_oos_train,1,0.990272128207327,1,0.008475619175142779,1,True
need tell credit limit republic bank card,clinc150_oos_test,1,0.9902646646147545,1,0.007565744563970966,1,True
like crocheting im woman im married man love cat five child,persona_chat_train,1,0.9902568891472003,1,0.010182142395195048,1,True
need know today date please,clinc150_oos_train,1,0.9902424771357022,1,0.008475619175142779,1,True
whats visa limit,clinc150_oos_train,1,0.9902390761600464,1,0.010182142395195048,1,True
love like,wikitext_train,1,0.9902290010405805,1,0.010182142395195048,1,True
card get accepted please,clinc150_oos_train,1,0.9902254619638768,1,0.009277538442218514,1,True
know,clinc150_oos_train,1,0.9902126383953787,1,0.010182142395195048,1,True
female ive blonde hair im high school like skateboarding favorite food pizza,persona_chat_train,1,0.9902079095138051,1,0.008574457522724455,1,True
text jean tell call work,clinc150_oos_test,1,0.9901965462342568,1,0.009172415794555244,1,True
need know card set expire please,clinc150_oos_train,1,0.9901956260085658,1,0.006735958117209506,1,True
im currently going school artist live small apartment new york favorite flower rose ive small pet cat im twenty one year old,persona_chat_train,1,0.990186771672943,1,0.008161646578104309,1,True
id like direct deposit chase bank account,clinc150_oos_validation,1,0.9901842152115282,1,0.00796696981181011,1,True
im girl love sport car video game favorite thing research race car free time three best friend like swimming,persona_chat_train,1,0.9901679771693548,1,0.008720319225399953,1,True
long take get new credit card,clinc150_oos_test,1,0.990164511173446,1,0.007068609968616912,1,True
love go eat family like take drive country like read book series like chat friend,persona_chat_train,1,0.9901545871908544,1,0.004743162086078612,1,True
know credit limit visa card,clinc150_oos_train,1,0.9901508680361787,1,0.009277538442218514,1,True
get recipe egg please,clinc150_oos_test,1,0.99015057194262,1,0.010182142395195048,1,True
love sushi love dog car favorite color blue im girl,persona_chat_train,1,0.9901494855717504,1,0.008780172934021224,1,True
want know credit card apr,clinc150_oos_train,1,0.990149186792743,1,0.009277538442218514,1,True
work,wikitext_train,1,0.9901442693738922,1,0.009172415794555244,1,True
cybersecurity work,clinc150_oos_validation,1,0.9901442693738922,1,0.009172415794555244,1,True
id like know bitcoin mean,clinc150_oos_test,1,0.9901428535944122,1,0.009178132631331826,1,True
hey im NUM love food also like cook im good trying type food everywhere go traveling world year,persona_chat_validation,1,0.9901384535301901,1,0.008782677585588872,1,True
love dog dad carsalesman happy person love cook like fish,persona_chat_train,1,0.9901293371248001,1,0.010182142395195048,1,True
im mother im nurse hospital favorite band rolling stone love read cook favorite food mexican food,persona_chat_train,1,0.9901120641992619,1,0.009276711905784274,1,True
like victorian thing collect doll im romantic like antique like jazz,persona_chat_train,1,0.9901067194625217,1,0.010182142395195048,1,True
please tell name,clinc150_oos_test,1,0.9900965255131927,1,0.010182142395195048,1,True
need know kind fuel car need,clinc150_oos_train,1,0.9900915851771086,1,0.008475619175142779,1,True
would please tell today date,clinc150_oos_train,1,0.9900822403122521,1,0.010182142395195048,1,True
text bill tell love,clinc150_oos_test,1,0.9900795463542846,1,0.010182142395195048,1,True
like cook food grow garden like travel favorite music genre classical give lesson string instrument play many instrument,persona_chat_train,1,0.9900752933293416,1,0.010182142395195048,1,True
id like stop placed bank account,clinc150_oos_train,1,0.9900466979625803,1,0.00796696981181011,1,True
would like know usd aud conversion rate,clinc150_oos_train,1,0.9900382696439471,1,0.010182142395195048,1,True
could please tell apr credit card,clinc150_oos_train,1,0.990034818748393,1,0.009277538442218514,1,True
much fund bank account,clinc150_oos_train,1,0.9900264868985066,1,0.008975117175171687,1,True
need know bank account blocking activity,clinc150_oos_train,1,0.9900201576422505,1,0.005018502280919823,1,True
need know much gas left,clinc150_oos_train,1,0.990011298437176,1,0.008475619175142779,1,True
like play sport get fresh air food water essential life going school get degree like watching tv free time well ive NUM car crash life,persona_chat_train,1,0.9900105984482982,1,0.006736513868104921,1,True
work peta love animal like make clothes im vegetarian,persona_chat_train,1,0.9900089247718908,1,0.009172415794555244,1,True
please know credit limit citibank card,clinc150_oos_train,1,0.9900006813724362,1,0.009277538442218514,1,True
would like cancel reservation,clinc150_oos_train,1,0.989990795853359,1,0.010182142395195048,1,True
high school ive blonde hair favorite food pizza like skateboarding im female,persona_chat_train,1,0.9899892644832261,1,0.008574457522724455,1,True
get mmr,clinc150_oos_test,1,0.9899765066978429,1,0.010182142395195048,1,True
ive blonde hair favorite food pizza im high school like skateboarding,persona_chat_train,1,0.9899488980198623,1,0.008574457522724455,1,True
would like would turn bedroom light low im finished reading,clinc150_oos_test,1,0.9899423274931226,1,0.008997439905371107,1,True
please tell todo list,clinc150_oos_test,1,0.9899330137253073,1,0.010182142395195048,1,True
need know get paid next,clinc150_oos_test,1,0.9899119647234611,1,0.006962838092666346,1,True
live small apartment new york im twenty one year old ive small pet cat im currently going school artist favorite flower rose,persona_chat_train,1,0.9899107108645818,1,0.008161646578104309,1,True
tell pet,clinc150_oos_train,1,0.9899058690791565,1,0.010182142395195048,1,True
id like know last time car got looked,clinc150_oos_test,1,0.9899009385309984,1,0.00771129843217816,1,True
please let know credit limit citibank card,clinc150_oos_train,1,0.9899008473277973,1,0.009277538442218514,1,True
love beach job seven year im vegan love country music like read,persona_chat_train,1,0.989900545489475,1,0.00816330888822675,1,True
would say love german,clinc150_oos_test,1,0.9898916424547289,1,0.010182142395195048,1,True
want buy mother professional make artist sometimes think shallow love go outside night eavesdrop neighbor argument want dog lot commitment,persona_chat_train,1,0.9898879068271781,1,0.00847481382413795,1,True
please tell income,clinc150_oos_test,1,0.9898872188379143,1,0.010182142395195048,1,True
could tell set direct deposit check work nation bank,clinc150_oos_test,1,0.9898847573656375,1,0.008347140891732996,1,True
need know weather,clinc150_oos_validation,1,0.9898786141986666,1,0.008475619175142779,1,True
love go eat family like take drive country like chat friend like read book series like go movie,persona_chat_train,1,0.9898715624733647,1,0.004743162086078612,1,True
im NUM year old girl love play pobox ive blue eye red hair come waist hate school many friend,persona_chat_validation,1,0.9898693110513264,1,0.009174032485349592,1,True
would like thank ai,clinc150_oos_test,1,0.9898641677374682,1,0.010182142395195048,1,True
like work vintage car two vintage mustang like go country concert weekend favorite music country two dog,persona_chat_validation,1,0.9898598140208391,1,0.009172415794555244,1,True
love cat im woman like crocheting im married man ive five child,persona_chat_train,1,0.9898415247560242,1,0.010182142395195048,1,True
whats weather like today,clinc150_oos_test,1,0.9898314398973569,1,0.010182142395195048,1,True
need know capone reservation trenton,clinc150_oos_train,1,0.9898282982598524,1,0.008475619175142779,1,True
like make cake ive new job vegetarian favorite music country like internet,persona_chat_train,1,0.9898179432984511,1,0.009271823539081625,1,True
whats visa card credit limit,clinc150_oos_train,1,0.9898122866099521,1,0.009277538442218514,1,True
get good grade school like field hockey soccer love animal especially dog grow want veterinarian im NUM year old girl,persona_chat_train,1,0.9898114845928183,1,0.007662385346825784,1,True
like go movie like take drive country like read book series like chat friend love go eat family,persona_chat_train,1,0.9898061084838087,1,0.004743162086078612,1,True
love go eat family like take drive country like read book series like go movie like chat friend,persona_chat_train,1,0.9897899609889519,1,0.004743162086078612,1,True
really like go school love run im six foot tall family tall like dance friend,persona_chat_train,1,0.9897860844815656,1,0.010182142395195048,1,True
know good joke would like share,clinc150_oos_validation,1,0.9897738023809338,1,0.010182142395195048,1,True
id like find date gas bill due,clinc150_oos_train,1,0.9897675401874922,1,0.009178132631331826,1,True
would like know closest gas station,clinc150_oos_train,1,0.9897565148846743,1,0.010182142395195048,1,True
play guitar like go run like country music live ive dog two cat,persona_chat_train,1,0.9897389166921314,1,0.010182142395195048,1,True
please tell find rent due,clinc150_oos_test,1,0.9897353872486476,1,0.010182142395195048,1,True
im chef like garden love traveling like photography like bake pie,persona_chat_train,1,0.9897174296334948,1,0.010182142395195048,1,True
love beach im married im school work NUM job favorite color blue,persona_chat_train,1,0.9897173908896064,1,0.007765613113859593,1,True
whats way delta cancel flight,clinc150_oos_test,1,0.9897090942085295,1,0.010182142395195048,1,True
bloomingdales declined card id like know,clinc150_oos_train,1,0.9897071245927613,1,0.008270427758175714,1,True
want direct deposit check nation bank account,clinc150_oos_test,1,0.9897057187964098,1,0.008975117175171687,1,True
could please put stop bank account,clinc150_oos_test,1,0.9897044338301172,1,0.008975117175171687,1,True
please put stop bank account,clinc150_oos_train,1,0.9896904410034839,1,0.008975117175171687,1,True
need know time take get new credit card sent someone lost,clinc150_oos_test,1,0.9896309859254155,1,0.003857975120408641,1,True
need state visa get cuba,clinc150_oos_test,1,0.9896225307555572,1,0.006758342885755053,1,True
need know apr visa card,clinc150_oos_train,1,0.9896210737161114,1,0.007565744563970966,1,True
want know health plan im currently,clinc150_oos_test,1,0.9896207873128338,1,0.006962015308096481,1,True
need know adumbrate mean look,clinc150_oos_train,1,0.9896042480647427,1,0.008475619175142779,1,True
need know date expiration credit card,clinc150_oos_train,1,0.9896017942500049,1,0.007565744563970966,1,True
need rental car since im going travel new york,clinc150_oos_train,1,0.9895859371191578,1,0.007559996363056654,1,True
love sushi car girl love dog favorite color blue,persona_chat_train,1,0.9895829472995726,1,0.008780172934021224,1,True
like read book librarian current job two cat cat like read like eat tune,persona_chat_train,1,0.9895733822644496,1,0.009276711905784274,1,True
whats credit limit account,clinc150_oos_train,1,0.9895665357259574,1,0.008975117175171687,1,True
love dog cat ive lot friend im ten year old dad work mill mom teacher,persona_chat_train,1,0.9895640258579863,1,0.009172415794555244,1,True
kind credit card apr get,clinc150_oos_test,1,0.9895572001362894,1,0.009277538442218514,1,True
like watching tv free time well like play sport get fresh air going school get degree ive NUM car crash life food water essential life,persona_chat_train,1,0.9895559732141096,1,0.006736513868104921,1,True
would like alarm set,clinc150_oos_train,1,0.9895537546742436,1,0.0093597028116581,1,True
favorite color green like car got new job like cat,persona_chat_train,1,0.9895432201989672,1,0.007865496689617002,1,True
work teacher love job two dog like baby ive two child one child autism mother,persona_chat_train,1,0.98953910607613,1,0.008061863204775643,1,True
need know reservation arufflo NUM pm,clinc150_oos_train,1,0.989525519966391,1,0.008475619175142779,1,True
